Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id
@Ilhan These tweets are exactly why we won. #Resistance,face masks,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18
"@Dr_Ellie COVID buffers have a negative fate of 30% or more. However, other causes of pyrexia are available, believe it or not! #FearIsTheMindKiller",face masks,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18
"@LorenaBax8989 @OhioQuit @Jim_Jordan The good side is that anyone who uses a gym will get infected; there will be fewer Republicans in November. So go do a workout, tattoo, manicure, no matter. The rest of us will do the right thing for our communities. #StayHomeSaveLives",face masks,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18
"@simondolan Today, people will film their own dying mother if they thought they would get tons of increased followers, where are all the live videos of people showing us how horrible / was while having #coronavirus, pictures of weight loss etc there are zilch #coronaviruscon",face masks,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18
@lonelyplanet COVID-19 on a shoe cord? #StayHome,face masks,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.29e+18
"Unlike some strange Twitter characters, I am pleased that for five consecutive days we have not had #Covid19 deaths identified by tests in Scotland. There are still new cases that arise and a lot of care needed for everyone. #WashYourHands #SocialDistancing",face masks,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.28e+18
@GOPleader You can have tests when all Americans have tests.,face masks,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.29e+18
2. The government's leadership on this has been horrifying about it. We need a CLEAR information video put on the SAFE mask wearing &amp; store as I saw some ridiculous examples of abusive use that is probably worse than not wearing one!,face masks,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28e+18
@CSMIA_Official @IATA no it's not a real virus it's not true we did our research we know the truth and we know that covid-19 is a fake virus that is not real in addition,face masks,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18
@PressSec @WhiteHouse @realDonaldTrump Don forgets #Hydroxychloroquine #Zinc #Zithromax,face masks,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.29e+18
@GMA @GStephanopoulos It's a lie! Watch the video on @BreitbartNews Doctors come with proof! #lies #COVID19,face masks,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18
"@MerwinDamian @aubrey_huff When I see an idiot, I cross the street too! #COVIDIOT",face masks,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18
@2plyheftybag @adamjerome @GovAndyBeshear @realDonaldTrump Give him a few days and let them see what happens next. #cavidiots,face masks,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18
".@realDonaldTrump, #DrFauci must be allowed to testify before the Credits Committee. #WePeople have faith in him, as well as in his education, experience, knowledge. #What are you trying to hide? #Covid19 @NitaLowey @AppropsDems @HouseAppropsGOP",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.26e+18
"@BFoley82, the launch of Fauci showed that he was the consumer professional. He didn't want anyone to catch anything. #TrumpVirus2020",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29e+18
@PeterNavarro45 I invite you and all your crowns to #Brooklyn #NYC to repeat the shit you told us about our boy @DrAnthonyF I will pay for all your medical bills after. #FlattenTheCurve #COVID19 #pandemic,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18
"@RandPaul your hardened bias during this audition is just deplorable. Your attempt to attack #DrFauci is disgusting &amp; to talk about being humble before doing so, just shines a LED light on your hypocrisy for everyone at home looking to see. #COVID19",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.26e+18
Rand Paul asking the difficult questions... True #Patriot. Thank you. #COVID19 #OPENAMERICANOW #WWG1WGA #The GreatAwakening #DrFauci #RandPaul,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.26e+18
"@ShimonPro I saw it coming, after Trump threw the mask without convenience on #DrFauci yet he is the one who said his not required to his rally and will not wear himself as he cannot see himself greeting world leaders in one... as if they wanted to greet him anyway! He does not well...",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28e+18
We can beat this if we wear masks!,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.28e+18
"It's time for #DrFaci to resign from the #TrumpPress conference and leave alone. He should testify before Congress and hold his own press on the #coronavirus At this time, he is the most reliable man in the United States. #COVID19 #VoteBlue2020 #Biden #wiunion",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.26e+18
"After the strange thing #rushLimbaugh #SOTU Medal of Freedom, @realDonaldTrump fixes his image by adjudging it to #DrAnthonyFauci. @JoeBiden Will you get there? Ask @DrBiden! #Biden2020 #COVID19 #CovidUpdate #MAGA2020 #Fauci #FauciMedalOfFreedom @FauciFan #DrFauci #AnthonyFauci",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.25e+18
I don't want to hear about Pence. I don't want to hear about 45. I don't want to hear about Dr. Fauci and other well-respected infectious disease experts. #COVID19 #Dr.,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.23e+18
"@NicoleNoya @benpershing Thanks for the PSA!...so for those who refuse to read, listen, set an example or follow social responsibility....this image should help. #COVID19 #Covid19isManagementCloser #Fauci",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18
@clarityx @michaeltneu @GavinNewsom Oh hello Dr. Lady. You really need to contact #DrFaci with your proclamation on #masks So many #scientists and they all were wrong. Thank God we have brains like you to guide us #WeearADAmnMask,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18
The lack of tests is a huge Trump failure #TrumpLiesAmericansDie,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18
@MeghanMcCain is so confused. I think Dr. Fauci:100:%. I blame the orange for not taking control of this pandemic. This hoax is real and you can't blame Fauci. He warned us from day one Meghan.,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28e+18
"@realDonaldTrump Why do you keep being such an idiot? Testing has nothing to do with more cases. The cases are there; it's just whether you're aware of them or not. If you're not aware, people contribute to the further spread. That's why we're not at best here. Believe science.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18
"Scientific and public health experts, including Dr. Anthony Fauci, are essential to combat the COVID-19 and to re-open the United States safely. It is important that all Americans stand firmly behind them and follow their advice. #FollowTheScience",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28e+18
#Trump says Dr.Fauci made mistakes? Shit seriously? #DonaldTrump and #Pence kill #Americans..#Masks have a time and pkace.Another stupid statement from #President. #MeetThePress #MTP,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28e+18
#ThoughtsThursday #DrFauci #COVID Í19 #coronavirus I agree with Dr. Fauci %100 we should stop shaking hands forever. :clapping_hands_medium-dark_skin_tone:::clapping_hands_medium-dark_skin_tone::clapping_hands_medium-dark_skin_tone: People are disgusting.,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25e+18
"@Acyn @TuckerCarlson Yeah, #DrFauci was not elected; he was HIRED to do his job during the years #Reagan, you #dickswab! #FoxNewsIsFakeNews #TuckerCarlsonIsAnIdiot #COVID19 #TrumpDeathToll82K #TuckerCarlsonHasAPunchableFace",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.26e+18
@BBCSport 1.#Covid_19.2.#block. 3.#clapforourcarers.5.#StayHome.6.#SocialDistancing.7.#globalpandemic.8.facemask.9.#FlattenTheCurve.10.#contacttracing.11.#SecondWave and his assistant will be #BillGates and #DrFauci,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28e+18
"Trump is still walking to the White House's press on the economy, the stocks. Who are the ""peoples"" to whom he constantly refers? Where is #DrFauci? It's supposed to be about #COVID19, we need #facts not his beliefs. @WhiteHouse @PressSec @MickMulvaneyOMB #WideWidePandemic",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25e+18
"@atDavidHoffman He will be fired in b/c, no matter how many times Trump reprimands him, he cannot go against his conscience. Politics has always been worrying, but I will never understand the Americans still support him - attack those of us who refuse along the w/ lies that literally kill. #DrFauci #COVID19",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.24e+18
"@janetlynandrea ugh Birx AND Carson? Performance Theatre: performant_arts: given up to the bottom signaling without masks. #Public health needs Fauci ""liberated"", maybe an editorial cartoon of #DrFauci in a basement with a ribbon on his mouth to try to tell the truth? @AnnTelnaes @mikelukovich @lisgadonnelly #cartoonists",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28e+18
"It is not an ego asset that fights at the head of the Pence rally, gives facts or releases. #DrFauci #Coronavirus",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25e+18
I listened to the #SupermShort today and missed #DrFauci but from what I hear now He is worried that we are moving at the speed. Can I suggest a new hashtag? #TestAndTrace in all tweets #COVID19,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.26e+18
"@thehill We are clear. It will not disappear. Science is our arsenal, Fauci is our Patton. The premature will for normality- to send the children to school- will be a historic, irresponsible strategy.",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28e+18
"@jimsciutto Our country needs #DrFauci. Trump is in denial about COVID business, the #COVIDIOT has just learned the last 3 days what we, people have known for months-Wear a mask! #SaveFauciFireTrump #DrainTheSwamp @GOP #StopTheSpead #SlowLearnersLeaveWH @gtconway3d @GOPPresiding @TeamPelosi",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28e+18
"@realDonaldTrump @nytimes Sweet baby jeezus it's not about you Americans want to hear #DrFauci #DrBirx, not you, you, self-absorbed narcissist. #PressThe briefings on #covid19 #pandemic are not about notes, they are about security & information. Go to something else. #ItsNotAboutYou",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.25e+18
"#DrBirxIsAQuack After what we experienced during the spring break, she honestly thinks that people will not travel ""high risk"" to ""low risk"" counties? She is a threat to public health Help us #DrFauci #DrBirx #Coronavirus #TrumpLiesAbout Coronavirus #DrFaucisA NationalHero",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.24e+18
Dear Flu Klux Klan: ♫ Sit down and be humble or whatever Kendrick Lamar or Dr. Fauci said! #StayHome #FluKluxKlan #lansing #MichiganProtest #COVID19 #coronavirus @kendricklamar #DrFauci #StayAtHomeAndStaySafe,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25e+18
"If @realDonaldTrump wanted a real campaign manager, he would let Dr. Fauci eat the Covid-19 epidemic so people wouldn't die as a result of their departure to work @FauciFan #Fauci #TrumpIsNotWell",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28e+18
#DrBrinx lost my trust a moment ago she makes this political crap The only person I believe in is #DrFauci stays with the facts and science of #Covid19 There is no place for the BS when lives are at stake. #TrumpIsANationalDisgrace #PenceIsALapDog,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28e+18
"@MeghanMcCain My dear... how dare you criticize #DrFaci anyway? He is the only medical person with credibility. Some people who have done nothing: #1 Trumpie will not wear a mask &amp; ""it will be over at Easter"" #2 # #MoscowMitchMcConnell only confirmed the judges @TheView let her fall",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28e+18
See #DrFauci talk about #COVID19 on @NewsHour is much more instructive than Trump's briefings.,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.25e+18
.@AriMelber Nice tribute to Dr.Fauci who obviously deserves every tribute that comes to his path. As nice to see the old videos of POTUS and remember the dignity and grace with which they have conducted their relations with heroes like Dr.Fauci. #COVID19,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.25e+18
Good sense. Imagine that. #WearadamnMask #COVIDIOTS,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18
Where is Dr. Fauci? #briefing #COVID19 #Wearask,fauci,FAVOR,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.25e+18
@GOP @realDonaldTrump #DrFauci says we're doing a horrible job in the United States as leader #Trump Administration has really beaten this pandemic #COVID19 #HeIsKillingUs,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18
Science is not a partisan issue. Anyone who tries to silence medical experts to win politically has no business running a nation. I am with #DrFauci #ScienceMatters #COVID #Wearamask,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28e+18
His voice and leadership are needed to fight the coronavirus and #CoronaDon.,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28e+18
All these experts from day to day on the #FDA. #DrFauci has already approved its use for #coronavirus,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.25e+18
"Today, Dr. Fauci said that if we don't do something we could have &gt; 100K #COVID19 cases daily. As it is hospitals in many areas are at full capacity, if the cases go up where they will go and who will treat them? We don't have enough #health care workers &amp; #WeAreTired #WeaaraMAsk #StayAHome",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28e+18
@NateMedeiros_ @SenBobCasey @realDonaldTrump @US_FDA If #DrFaci Dr. #AnthonyFauci &amp; many more #MedicalProfessionals #Doctors have professional reserves on #OffLabel use they have reasons &amp; don.t want #CommuterThe danger to #AmericanPeople already #SubSige of #COVID19 #coronavirus. #Trump is known 2 B #Reckless.,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.25e+18
What is Dr. Fauci's motivation to win the Noble Peace Award for his leadership in managing the #COVID19. What do you think it would do to @realDonaldTrump? #NobelPeacePriceforDrFauci #TrumpPressConf,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.25e+18
"Btw. Where is Dr.Fauci We know that it was put on the ice, but it should retire and spill the beans. He tried. He is a legend. We need him. #coronavirus people clearly don't understand what he did for HIV/AIDS.",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.27e+18
@Liz_Cheney Thank you. Your words or wisdom will help to increase the risk of TrumpCult Republicans staying safe & secure for their families. #COVID19 #DrFauci:flag_for_United_States:We are all Americans:flag_for_United_States:,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.26e+18
"Ok stupid @POTUS. At the beginning of this Covid mess, there was a serious shortage of PPE, so we were told not to wear masks to keep the inventory. I know, because I had to buy PPE for my wife and her nursing staff. Now EPP is easier to get, so #WearADAmnMask",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18
"@EthanRichmond12 @Nationals That is FoxNews and WH propagand. Science adapts to new information and changing conditions. At first, with a shortage of N95 masks the first responders were given priority. Later, when it was clear that the virus was covered with suspended tissue of all kinds was recommended.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.29e+18
@Hope012015 @businessinsider Now this bastard tries to blame #DrFauci for his slow response to Coronavirus. #TrumpIsACompleteFailure,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.26e+18
"@realDrBirx Remember that you support #trump incompetence. ""First do no harm"" #TrumpVirus #StayAtHome #coronavirus #COVID19 140 000+ dead #Americans and growing.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18
@politvidchannel Can #DrFauci please just go on Instagram live when this guy decides to go on TV?! It should be the one who has a daily briefing! #COVID19,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.25e+18
Thank you to Dr. Fauci for coming to @realDonaldTrump and calling him on his BULLSHIT. Thank you for being a leader for those who want to take COVID-19 seriously.,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28e+18
"@realDonaldTrump 3,118,168 COVID-19 Cases 133 291 Deaths in 4 months 60,000 new cases in 24 hours FL, AZ, TX fly #WarPresident #COVID as well as 19 #ScienceMatters #Weearramask #SocialDistancing #StayHome #DrFauci #DrBirx",fauci,FAVOR,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.28e+18
"""Mitigate! Mitigate! Mitigate! You must look at the DATA."" -#DrFauci #coronavirus #CoronavirusUSA",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.24e+18
@Yamiche They completely dropped the bullet on the pandemic and don't care if people die #PenceLies #DrFauci #COVID19 #TrumpKillsAmericans,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18
Let's see how the media interpret &amp; to try to push their agenda on the Trump problem &amp; Fauci. #patheticmedia #COVID19 #MediaVirus,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.25e+18
"If you don't believe what you're saying on COVID, pick me up. Now. I don't need you, and no one rational does. If you think it's a hoax, or the flu, fuck... out. Just remember, don't cry to me when you or someone you love gets it. I don't care.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18
"Currently underway: #DrFauci testifies to the Senate Coronavirus hearing in the United States warning that the early reopening of states can trigger an uncontrollable epidemic. Yet, selfish elites in #South Africa attack us every day with moanings on #LockdownSA.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.26e+18
"So @realDonaldTrump and @vp decided to remove the operational force of the coronavirus. In a sense. Press conferences were a disaster while Trump hijacks them, and he can't control #DrFauci, he can control the leader of @HHSGov. Trump doesn't want any accurate information there.",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.26e+18
"@duty2warn GOP is the Grim Reapers party. Florida has reported 15,300 new cases of #Covid_19 today. GOP and Betsy DeVos want children at school to triple the numbers. The law is constantly about COVID-19 but are now defaming #DrFauci to cover their lies. #TrumpGolfsAmericansDie",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18
I can't get rid of this feeling that #DrFauci is the real reason why ladies are coming for Bingo tonight. #COVID19,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.26e+18
@Deborah0041850 @morethanmySLE I never go anywhere without a mask!:mask:,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.28e+18
@lakeinla @Bill_Maxwell_ @JoeBiden It's a fool! #DrFauci must be invited by @JohnsHopkinsSPH to speak honestly about the challenges we face and the tools we can use to fight the spread of #Coronavirus.,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28e+18
@MaureenCKelly We are back up! Happy @realDonaldTrump? You are the main #COVIDIOTS. You must listen to #DrFauci. #Wearamask and #goAway,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28e+18
"@jessiehellmann @SenWarren More tests, more cases.These numbers are there in January itself. We need data on Asymptomatic / Symptomatic for those who were tested positive in June. Don't panic people. Wear masks, hold social distance and sanitize your hands please #DrFauci @WhiteHouse",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28e+18
"I see people in ads wearing both, but when I see them in stores, it's with SHIELD only and no mask.. #DrFaci #COVID19 #QuestionOfTheDay #Masks4All",fauci,FAVOR,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.28e+18
@SteveSchmidtsES I'm not a fan of @VP but at least he addresses #DrFauci as Dr Fauci and not Tony as #Trump does.,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.24e+18
Maybe because #SCOTUS hears your big disclosure case tomorrow and #DrFauci will leave the truth about #COVID19 Sucks to be you right now...,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.26e+18
Someone else thinks #DrFaci attractive key bass AF? At least don. don. does not have to cry look at his face almost every day from now. #covid19,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.24e+18
Thank you #DrFauci We all wonder why there is no #StayAtHomeOrder for all the United States #COVID19 #CoronavirusPandemic,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.25e+18
Wear your mask.,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.28e+18
Warning: #COVID19 OpEd: Ref @POTUS @realDonaldTrump ☆I feel good ✓ ref postbl use the malaria medicine to treat CV19 - NNN recently spoken w person stopped stomach medicine re cancer causing the ingredient A given alt drug but it decreased efficacy person ♥other drugs PLEASE TRY #DrFauci TEST FIRST:Warning:,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.24e+18
"Dr. Fauci says that Coronavirus is his ""worst nightmare."" The virus is SURGING in dozens of states because everyone was in a hurry to go and reopen everything.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.27e+18
@kazweida :thumbsup::thumbsup::thumbsup:thks @WeAreSinclair #Plandémique #BoycottSinclair #PublicersTake Warning #ComcastComplicit #BoycottSinclair File #IBelieveFauci #ISsupportFauci,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29e+18
"The Devil went down to Georgia and they called him Brian Kemp He refused to order the mask wearing, saying that all are exempt If you live your life without a mask instead You could end the next death How can I stay alive you ask Use common sense &amp; Carry the mask Damned! #COVID19",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18
"If someone could make Trump tell him he was wrong, would he be considered a miracle? #TrumpVirus #ImpeachTrumpAgain",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18
"@kylegriffin1 We should not think that #RandPaul knows more about #COVID19 than the experts. But given the choice, I bet my life on #DrFauci and the other experts. That's what they do. If you follow Rand Paul's advice instead, good luck, and I will see you on the other side. #GOP",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28e+18
"""You don't do the timeline. The virus does the timeline."" - Dr. Anthony Fauci If only our president heard Dr. Fauci, the immunologist he chose to serve in the #COVID19 task force. He doesn't listen because he cares more about re-election than saving lives.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.24e+18
@founder @lcookwike 1/2 The train has completely left the tracks! What a small structure we had with a daily press briefing #coronavirus that provided some useful information from #DrFauci suddenly stopped. Now (unavowed) Trump & Pence appear in random places to talk at random moments...,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.26e+18
"@JenniferJJacobs @doug_hanks @chucktodd Dr. Fauci saved us from the worst. He was the only guy well-loved enough by both sides to get the right thing done. When it gets thin, he will be recognized as a real hero.",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.24e+18
The way we treat COVID-19 requires facts. Science. Medical expertise. Experience. No political influence. This person is Dr. Fauci.,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.25e+18
@founder #DrFauci needs her own Twitter account!! We want #COVID19 facts and truth NOW!,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.25e+18
"How to thank Dr.Fauci by sending him a nice note? Twitter, FB? @ProjectLink @JoeBiden #COVID19",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28e+18
"@suzydymna @realDonaldTrump That Ís a laugh. Trump failed Americans. His incompetence is epic. He failed to act last January when he learned from Covid19. He has no plan for healing. 145,000 Americans died. It took a good 6 months to recommend masking.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18
"LOL to #MSNBC text under #Trump press: #DrFauci says there will be #coronavirus in the fall"" after Trump said that the virus ""will not return at all.""",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25e+18
@TuckerCarlson @FOXTV #Fox and every head who speaks at FOX must be held responsible for their dangerous misinformation on #DrFauci and #COVID19. They all put lives at risk. #Lawyers,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.26e+18
@littledeekay I sit and I stand with Fauci. Of course we are responsible for social distance ourselves and wear masks when we are standing or sitting together.,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28e+18
"If you don't stand with Fauci, you'll fall for every lie Trump tells about the coronavirus.",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28e+18
"@realDonaldTrump retweet of a position calling for the firing of Dr Anthony Fauci may be his most reckless, dangerous and potentially deadly ever. Republican and Democratic leaders should condemn him and journalists should pressure him on this today. #DrFauci #COVID19 #coronavirus",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25e+18
"Dr. Fauci is coming out, and keep talking, Doc.",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28e+18
