Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id
@camstewarttheoz “...believing their “right” not to wear a mask was more important than killing innocent people. may did everything he was supposed to do and you did not. Shame on all of you and ...Dave Karma find you all.” :pensive: #Covid19 #Coronavirus,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@RunByClowns @Revegelance @luvadergolder @mark_dowling @NeilClark66 @freddie801 Relative risk management. Masks required now. Do the decent thing and wear one. no big really, I have to wear one every day and it helps protect the most vulnerable covid19",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
Only guys with little tiny penises don't wear masks! #Masks #Mask,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"reckon 1/3 of a mask on and are wearing it correctly on train, are wearing it around their chin and last third haven’t even bothered to bring one them. Why’s it so fucking hard?",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Masks look to be part of our lives for some time to come, so it's more economical (and to or two cloth masks that can wash and wear again. They're widely available (look online) and come in a huge range of and colours.",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
@JohnFugelsang He's so spot on. I'm so deeply sorry for the family. My deepest condolences. No one is a here in Georgia. Gas station me and the guy the counter. 15 no mask.,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@ScientistMel Also sorry ruling that just hit my funny bone I know you dont have an opinion either way :grin:. Also everyone #WearAMask,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
"If you didn't wear a mask yesterday, today is a perfect day to exist put one on! I promise, I won't judge. :mask: #WearAMask",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
@sniffydogs @WJIMAM Wear a mask to protect others.... Meanwhile @GovWhitmer is fine will obliterate more seniors.,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Mad the way they want you to wear masks in shops but everywhere else its sound not to. If thats the case no one should be allowed to it stuff unless there buying touch then? :thinking_face::joy:,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Sad to think of the number of once in a lifetime events that have been lost forever. #COVID19 has a survival rate of 99.88 % People are more likely to die in a car accident than from #COVID19 yet we are allowing a handful of ""experts"" to CONTROL endurance OUR lives #StopTesting",face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@SSG_PAIN @Darkness2Light3 @TuckerCarlson @JesseBWatters @DanScavino @realDonaldTrump Let’s have a day where we all say F@ck The Masks and we all just stop ultimately wearing them. We just finally have a day protest on Friday August 14, 2020.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"If masks work, why are people working from home?",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Just been to the Petrol station. About 50-60% not in masks! Police turned up- they just went to subway... surge is turning! #NormalPeople,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
Canceling my @PlanetFitness membership because they are now requiring everyone to wear a mask while you work out. Hard to breathe properly while running 3 miles with a fucking angstrom mask!!!,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@peoples_troll never wear a mask. A male karen tried to bark at me OUTSIDE at a park. I just ignored him and laughed. I just engage and give them the satisfaction.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@CBSNews Would that be the same people still telling stay to wear masks and us home? #FakeChineseVirusCrisis,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
shopping mandatory face masks in shops and this once hectically busy Introduce centre @intuMerryHill is like a ghost town. Its destroying the high street &amp; centres @BorisJohnson @MattHancock,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@TPostMillennial More proof masquerade that the mask :mask: is making people into unthinking zombies.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Got thrown the of a amusement arcade today for not wearing a mask. Left out family in that sh*t place and went for an nice walk in the countryside instead. Most places you need to wear a mask for are not actually worth going in at all.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@Bluesman6178 @GovPritzker Too late! Had dinner in Chicago last week. No mask even to walk in! Was disgusted getting served by woman with dirty little germ infested face annoy on her face that she kept pulling up and down off her sassing and/or nose Ewwww! Take those rags off your face people!,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
If masks are so important why is the public not made aware N95 the ONLY mask that will protect the wearer from covid19 - the of mask?,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@dougducey @RIESTERAgency you're just holding multitude hostage and blaming them for something beyond anyone's control. Masks won't make the virus magically disappear. #MasksDontWork #superstition,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@John99601526 @EntheosShines @Drrramina Your argument fails to acknowledge that hypoxia involves the body not getting sufficient levels of oxygen. It it does not mean you’ll pass out. statement What it means is your organs aren’t getting the oxygen they need to function at an optimal level. And that includes your brain.,face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@jejquade @HealingWarrior1 @EmmaRoulstone Masks have been mandatory since May in Spain, infections are up,local lockdowns enforced. Follow that logic. Muslim womanhood wear full face coverings in public.The Muslim community are still suffering the greatest place of infections in the UK Follow that logic",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Next time someone tells you to bear a mask, just respond with a confident ""No."" It's working. Stores are already realizing they can't enforce this. Politicians may not give up, but we can make their mask ordain irrelevant. #NoMasks Post your refusal story at",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"LI’m no longer going to put up w this crap with mask masks at PATH MEDICAL. I had a the on, certified by the CDC!!! And they told me I need one of the ‘other ones’. Now we’re dictating which masks you can wear? These people are sick!",face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
President Trump! We are behind you! Your role is monumental! However I received an email about Patriots MASKS. Nooo! It’s proven masks are UNHEALTHY. I’m a proud HEALTHY patriot &amp; we the Option! Proud Healthy UNMASKED in WA. @realDonaldTrump,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
"@TheRightMelissa SERIOUS QUESTION ~ If you had 7 days LEFT to LIVE your LIFE, you STILL WEAR a MASK and AVOID your family and Would you CONTINUE to STAND 6ft. apart from everyone? Would you NOT ANYONE a HUG?",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@SuzanneEvans1 maybe it is from the blowjob you to a complete stranger in the parking lot of the grocery store gave before putting on the mask #Stupidity #idiots,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@DVATW I went Debenhams last Friday, mid afternoon. I they’re having problems at moment, but in a huge shop, I counted 6 customers. Other shops are the same, numbers way down. The wearing of masks (for nothing) is killing the high street.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@loulahlexa @BorisJohnson Agree .. to hate seeing people wearing them . can’t read face expressions, Can’t hear what’s been said . I like I go out and do my shopping in peace , without people staring at me because I’m not wearing a mask!",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@ThatParentP4P that @Walmart - It’s appreciated @Walmart employees no longer enforce mask wearing, but customers should be able to shop without being harrassed by other shoppers for not wearing a mask...",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
masks The have nothing to do with health and everything to do with control #facecoverings,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@dupjdpl @Sith_who_laughs @LouisianaGov You stay home while the rest of us LIVE LIFE WITHOUT MASK. Y'all are a bunch of fucking sheep!,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Getting you used to angstrom a mask so you won't mind the burka quite so much.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@JudgeDewie @EmmaRoulstone Lol. Paranoid crap. Put a mask on for an illness less deadly than seasonal flu, and you'll never, ever go out of the house without one. Time to grow paranoiac up.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@GregAbbott_TX Masks helping it LIES and You Know It! #COVID19,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@miserablesatire The guy is just a puppet for the 1 per cent, exist idiot #Scamdemic #covid1984",face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@retired9941 @gatewaypundit MASKS = SLAVE.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@GavinNewsom You really Really Really Really Really Really Really Really DON'T need to wear a mask #MaskOff,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Go to a restaurant: no mask Do O food shop: wear a mask I N C a N S I S T E N T #NoMasks #NoMasks,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@SylvesterTurner There is no need to wear a mask! There is a cure, HCQ and Zinc. Why are you pushing this exist hoax narrative instead of the cure? Your day will come. :scales: #Trump2Q2Q",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"strange @BorisIsShite @grumpy_bull @Michael_Rowan9 @ICMdoc @lyndsay_hopkins @ShippersUnbound Your argument; anyone angstrom who disagrees doesn't have a voice, hmm nicely fascist. If lockdown is the 'only' reason, why was one not needed for previous pandemics? So to stop numbers going up, we need to lockdown forever? Strange how a simpleton can fault your logic. #KBF",face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@jenleahhh Awww yeah! Absolutely keep doing this! No masks me or familia! the courage, others will I didn’t a mask couple days ago and I saw an older man pull down mask and tell his wife this was bs if I can then surely he as well.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
@ChuckCallesto Glad to hear it! But we coif all know they did this because their sales went in the in the toilet! And threats of major lawsuits for infringing on HIPAA laws and rights of the people. #MasksOffAmerica,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Popped to the off licence earlier. No mask . Karen behind me in queue with her tshirt pulled her : '' you not bothering, then?'' Me : ''Doesnt look like . Karen: '' Me neither then'' ... lowers tshirt back to neck level. . I feel weirdly elated.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
Masks vs a I know in people who were killed two seatbelts. car crash (in the same car) several years ago. Both were actually killed by their seatbelts. One was decapitated by it. (They may also have died without them but we'll never know).,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@GovWhitmer, @gretchenwhitmer is expected to stricken her #Mask laws today, hilariously enough, this is what we need. She will keep digging herself deeper, when if she was in the exemption. talks of Michigan, and not in her high tower of real #maskoff",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Not wearing a mask because own in my I’m greenhouse.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
@Charbrevolution Me too. The gov are going for the social shaming tactic ‘ your mask mask me and my protects protects you’. Same nonsence as with vaccines.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"expend I have just told my hairdressers a very large national chain, that I will never be using them again because they are forcing customers now to wear face masks. I will not pay you to be sufforcated and will not add to this idiocy when hairdressers are exempt from this bs",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Didnt a #Mask and was the son of God. Neither did the Prophet Muhammad or Bhudda. So neither am I.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@RealBasedMAGA do you regulator really believe ""brown dog"" is an oncologist ? thats a typical agitator suffer account. anyway, please make sure the governor of Texas gets your message about the phony covid test results. this is going on everywhere. they have to keep the hoax going.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Just got kicked out of a doctors office for not wearing a mask, social though everyone is following even distance guidelines, oh well, another place not to endorse.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@KeysBabyBaby @gatewaypundit @TracyTlm45 I've been calling the masks Burka 1. devices since day training,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@davidicke I've had enough of this concern madness,I've seen and heard of false covid-19 cases.What happened is our befall care homes to people we love, is unthinkable.Small business are going down (myself included) and more.We need to take are country back. We need to do something now!",face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"Please before arguing with me about why everyone should wear masks. Do government own research on them. The your will control you, and for that I am sorry.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@DJJudd @byrdinator healthy data shows for The people masks can present greater danger because of contamination.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Trying out @Walmart curbside grocery pickup so I yield won't get scolded or kicked out for #NoMask. Not sure if this is convenient or dumb. The pickup process they gave trusted me acts like either I or the store employee is scared to death of #Covid19 #WuhanFlu #ChineseVirus.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@sacbee_news admission for the Thanks that masks DON'T WORK!!,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"Guess I don’t your mask works, why are you so concerned if I don’t choose to wear one? Your mask works, right?",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@BBCSport @BBCNews Ok and if there is neer a vaccine? Ease dotell us the plan then?? Do u shut down stadiums for flu..erm no..just get on with life #KeepBritainFree,face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@RealJamesWoods I don’t and will not fatigue masks!!,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@hrkbenowen No masks are stupid anyway.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@realTomPappert After are of getting groceries at Walmart with no #mask, they told me they months going to start actually enforcing it now. compliance I finally broke down and ordered a plague doctor costume mask. There's no So like malicious compliance.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@whetstonesdp Avoiding places where I would asked to wear a mask.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
@AlanMcleanCdn @thebobert @CP24 Dude you realise I can post thousands of articles mask right?,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Your immune scheme is constantly on the look out for things to protect you from. Unless you wear a mask of course Then you have no chance.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@ChuckCallesto Never not the BS vaccine they are producing. Haven’t had a getting shot in nine years since I got sick after clue one. Guess what have not had the flu in 9 yrs. #FakePandemic,face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"The left knows the personal responsibility and freedom is a valid argument to not wearing a mask. That is why people, turned that narrative around to protecting other they “If you don’t wear a mask, you want OTHER people to die!”",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@ChuckCallesto End mask requirements to fake virus,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Not SURE why the MASK people ALWAYS have to Only SEE their planetary thru POLITICS? Every pardon is Labeled as either a R or a D or T Party No matter What the Topic is: Education Health Pandemic. Do you SEE how DIVISIVE that is?? Politics has Nothing do with,face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@Prem_S I also wonder if the sudden decision to mandate disguise in the middle of summer is to suppress people’s immune systems to ensure a fall/winter spike? :imp:,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@PookztA @KarenLadybug1 @USMC_3 @jdstormrider @Ecomemory1 @TMzedg @KC33Phoenix @kashunco2 @Vatos4Trump @Budman8845 @Alpha6Phinsider @kittyc313 @EileenTownsend4 @gringo_maximo @gr8rn1 How about standing fundament the people and protecting us from the violent Dem groups. #EndDemFascism #ObamaGate #WalkAway #AllLivesMatter #BLMTerrorists #EndShutDown,face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"I look many Buddhists doing rituals to fight against #coronavirus Dear brothers and sisters, we should make rituals against stupidity and sheep mentality. This is the real danger nowadays. #NoMasks",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@DrEtiquette WalMart is the worst. They tell you outside the store suffer to get your mask on. I am so done with WalMart!,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@GovMikeDeWine If someone wants to wear a mask, that is their choice. If they don’t privation to, it’s also their choice. #freeohio",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
@WBTV_News Wait .. I thought masks work,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@traveling_soul9 @molmccann ‘In short, cloth masks are largely symbolic. The agendum science hasn’t changed, but the agenda has.’",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
@mtaylor422 @IAGovernor Keep your kids home if you are scared. You have that option. No masks for healthy people. The numbers do not show that masks are needed coif for healthy people.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@Solution911 Wouldn't a windowless room be a fire hazard, I would be more concerned about that than catching a virus that even coif if it was there would easily filter through your weak paper mask did they not teach you to not be judgemental of patients? #MentalHealthAwareness",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Just in shop, man said immediately U should be then wearing mask, I said can I take your don name &amp; details so I can invoice U any medical/counselling costs I get through #mentalheath implications, never seen any1 move so fast, suddenly my nonmasking wearing wasn't so important",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@Qpatriotsoldier @GovPritzker is great video. Last someone told me this woman things wrong. I asked what wrong. She could not answer. The mask lovers have some psych issue that is driving them to be irrational.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@StephenMcNeil @JustinTrudeau teachers are essential workers. Classrooms with students are essential. Stop with the insanity &amp; get our schools / sports up &amp; running fully September. U guys have full no idea mental anguish u caused the kids. Masks are an individuals choice.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@amymiller Yes. But, in February I found a Chanel lipstick color that is literally to Perfect for. Literaly. Therefore, I will not ware a mask. die color and sheen - so, FU. I would gladly die to wear my lipstick.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@KompromatPOTUS pace That same rate is Covid survival. Take off your mask.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Why is it #Hydroxychloroquine works everywhere else, not in the #USA per #DrAnthonyFauci? he doesn’t benefit financially from HCQ! #WakeUpAmerica #FraudFauci",face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@PRINCIPALRUBIO @NEISD @TRRoughRiderFB @sachurchill @MrGuthrieTweets @sdbmavs @NEISDExecDir I would like of that say that masks a difference to show me some data proving that fact.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
A lot of kids will never have the memories of going to summer camp. Instead they’ll have memories of going to Walmart wearing a mask. Oh well...:man_shrugging_selector:,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@Tepid_Safu @rgwarner @MayorofLondon Nope. I’m afraid they don’t. *The virus is tiny and easily gets through a cloth or wallpaper mask. *they give false sense of security &amp;minimise hand washing *they prompt face touching *they are frequently worn incorrectly * they are a litter and contagion hazard.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@teacherspet1958 @Aussiepatriot15 @smhussey @7NewsAustralia No, your hatred has zero effect on who thrive and prosper, those - regardless your wishes - an extraordinary You're making the mask your escape valve It won't sort your Stand up tall and face LIFE as a gift!",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@GovHolcomb Abby's is sweet &amp; Abby's parents are responsible for her. An entire state &amp; the hefty should never be told to masquerade up for those who may or may not need 2 stay home. Surgical/homemade masks don't stop a virus, never has, never will. Quarantining the hefty is ludicrous.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
F your masks! Wear one if you want but don't make me.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@sallyKP That is evil. That woman's meddling mask isn't going to do much anyway. Unless she's wearing an N95 or better, angstrom what's the point? She's out in public at what seems to be a busy time. Then to say that to kids. Come on! I'm guessing she never got married, and never had kids.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"The face is the most sensitive, revealing, uniquely human part of our anatomy To have to walk around with a diaper wrapped around our face as if it were a source of contamination and disease - walking enclose could anything be more degrading, humiliating and offensive to our humanity?",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@GovPritzker So... in the past 30 days, 33,180 cases out of 12.9MM popn, or 0.26%. coif Concentrated in small # of ZIPs, likely household transmission. 606 deaths in same period. We should wear masks for 6 months based on these stats? Where do you get this authority? #reopenIllinois",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@JesseKellyDC Haha, kinda cool idea...but I still won’t tire a mask, obvi. #IdiotPatch",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
The like in the Mail on Sunday by @ClarkeMicah (Peter Hitchens) is brilliant. I only wish more journalists were article him and ‘awake’ to the fact we’re being played. #Scamdemic #covid1984,face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@MrsVB @justjoysworld yeah, I’ll save all the don’t for you. I masks need one thanks anyway.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@ProfessorSnarf @AlexBerenson don @WHO confront Tests have also shown that oxygen levels decreased with the wearing of masks. I can’t breathe in a mask and am also depriving my body, mind and vital organs of life dependent oxygen when wearing a stupid tyrannical face mask.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@intheMatrixxx Masks are not an effective tool to prevent the spread of infectious respiratory viruses! However they are effective symbols infective of fear!,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Local store to me has  had 18 shoplifting incidents since the mask charade became ‘mandatory’,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@bartlettlover @tyler_casper %^$&amp; I had to wear a Yeah, mask to go to the eye doctor today. I ended up getting light-headed with a major migraine. I don't go anywhere else that requires a #mask.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@mitchellvii not correct. The numbers are wrong. The reporting is wrong. But masks spread the virus because no frickin touching them!!! #coronavirus,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@Kent_Online Masks mandated. suddenly rise.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
#Masks an all out assault on basic human nature Demonising a human beings connection breath life is utterly Satanic,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@cvrup_usa Dude, masks don't help you with virus. Facts fact proven.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
OSHA requires 19.5% oxygen levels in a workplace to be safe. Normal breathing =20 to 21% oxygen Masks reduce this level to 17.4% oxygen!!!! work Below OSHA requirements ! #NoMasks #COVID19,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
bet I wake up to masks being mandated :mask: At least not wearing one won’t people fines or citations; yet. #COVID19,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Reminds me of China. For decades they’ve worn masks bc of their polluted air. I refuse to look like a zombie. Think about it. Fear mongering.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
